nomAttribuant,idAttribuant,dateConvention,referenceDecision,nomBeneficiaire,idBeneficiaire,objet,montant,nature,conditionsVersement,datesPeriodeVersement,idRAE,notificationUE,pourcentageSubvention,annee,mois,type
Toulouse Métropole,24310051800170,NA,NA,TOULOUSE METROPOLE EAU POTABLE,24310051800162,Subvention d'équipement,1158.41,aide en numéraire,unique,2014-12-15,NA,non,1,2014,12,"Captage, traitement et distribution d'eau"
Toulouse Métropole,24310051800170,NA,NA,UCJG UNION CHRET JEUNES GENS ROBERT MONNIER ASSOC,31594728300026,Subvention d'équipement,100000,aide en numéraire,unique,2014-08-11,NA,non,1,2014,8,Hébergement social pour adultes et familles en difficultés et autre hébergement social
Toulouse Métropole,24310051800170,NA,NA,UIMM MIDI-PYRENEES,77694947100010,Subvention de Fonctionnement,5000,aide en numéraire,unique,2014-09-12,NA,non,1,2014,9,Activités des organisations patronales et consulaires
Toulouse Métropole,24310051800170,NA,NA,UNION DEP CONSOMMATION LOGEMENT ET CADRE DE VIE CLCV31 ASSOC,42443966900047,Subvention de Fonctionnement,2450,aide en numéraire,unique,2014-12-02,NA,non,1,2014,12,Autres organisations fonctionnant par adhésion volontaire
Toulouse Métropole,24310051800170,NA,NA,UNION REGIONALE CFTC MIDI PYRENEES,38359620200028,Subvention de Fonctionnement,381.4,aide en numéraire,unique,2014-11-19,NA,non,1,2014,11,Activités des syndicats de salariés
Toulouse Métropole,24310051800170,NA,NA,UNION REG SOCIETES COOPERATIVE DE PRODUCTION ASSOC,31219437600058,Subvention de Fonctionnement,20000,aide en numéraire,échelonné,2014-12-15,NA,non,1,2014,12,Autres activités de soutien aux entreprises n.c.a.
Toulouse Métropole,24310051800170,NA,NA,UNION SOCIALE POUR L HABITAT MIDI PYRENEES ASSOC,32808440500013,Subvention de Fonctionnement,22000,aide en numéraire,échelonné,2014-12-11,NA,non,1,2014,12,Autres organisations fonctionnant par adhésion volontaire
Toulouse Métropole,24310051800170,NA,NA,UNIVERSITE FEDERALE DE TOULOUSE MIDI-PYRENEES,13002132200016,Subvention d'équipement,98500,aide en numéraire,échelonné,2014-12-02,NA,non,1,2014,12,Enseignement supérieur
Toulouse Métropole,24310051800170,NA,NA,UREI UNION REG ENTREP INSERTION MIDI PYRENEES ASSOC,38059370700033,Subvention de Fonctionnement,9000,aide en numéraire,unique,2014-10-17,NA,non,1,2014,10,Activités des organisations professionnelles
Toulouse Métropole,24310051800170,NA,NA,ACCUEIL ET FAMILLE PLACEMENT FAMILIAL ASSOC,77693902700046,Subvention de Fonctionnement,5779.5,aide en numéraire,échelonné,2015-12-14,NA,non,1,2015,12,Hébergement social pour enfants en difficultés
Toulouse Métropole,24310051800170,NA,NA,AGIT GROUPE INTERVENTIONS THEATRALES ASSOC,37782452900038,Subvention de Fonctionnement,18000,aide en numéraire,unique,2015-07-28,NA,non,1,2015,7,Arts du spectacle vivant
Toulouse Métropole,24310051800170,NA,NA,CHAMBRE DEPT  AGRICULTURE HAUTE-GARONNE,18310004900026,Subvention d'équipement,12512.5,aide en numéraire,unique,2015-12-04,NA,non,1,2015,12,Activités des organisations patronales et consulaires
Toulouse Métropole,24310051800170,NA,NA,DESBALS SERVICES REGIE DE QUARTIER,39343298400051,Subvention de Fonctionnement,3300,aide en numéraire,unique,2015-10-23,NA,non,1,2015,10,Action sociale sans hébergement n.c.a.
Toulouse Métropole,24310051800170,NA,NA,CARREFOURS POUR L EMPLOI,43294548300035,Subvention de Fonctionnement,90000,aide en numéraire,échelonné,2015-08-03,NA,non,1,2015,8,Action sociale sans hébergement n.c.a.
Toulouse Métropole,24310051800170,NA,NA,COMMUNE DE QUINT FONSEGRIVES,21310445800012,Subvention d'équipement,19614.84,aide en numéraire,unique,2015-12-17,NA,non,1,2015,12,Administration publique générale
Toulouse Métropole,24310051800170,NA,NA,COMMUNE DE TOULOUSE,21310555400017,Subvention d'équipement,3700000,aide en numéraire,échelonné,2015-12-15,NA,non,1,2015,12,Administration publique générale
Toulouse Métropole,24310051800170,NA,NA,ATMO OCCITANIE,30859970300037,Subvention de Fonctionnement,170000,aide en numéraire,échelonné,2015-12-30,NA,non,1,2015,12,"Analyses, essais et inspections techniques"
Toulouse Métropole,24310051800170,NA,NA,COMMUNE DE TOULOUSE,21310555400017,Subvention de Fonctionnement,12500,aide en numéraire,unique,2015-10-29,NA,non,1,2015,10,Administration publique générale
Toulouse Métropole,24310051800170,NA,NA,MIGRATEURS GARONNE DORDOGNE ASSOC MIGADO,39161049000065,Subvention de Fonctionnement,2500,aide en numéraire,unique,2015-11-19,NA,non,1,2015,11,Autres organisations fonctionnant par adhésion volontaire
Toulouse Métropole,24310051800170,NA,NA,ISDAT INSTITUT SUP DES ARTS DE TOULOUSE,20002884300015,Subvention de Fonctionnement,100000,aide en numéraire,unique,2015-12-18,NA,non,1,2015,12,Enseignement supérieur
Toulouse Métropole,24310051800170,NA,NA,MIDI PYRENEES ACTIVE ASSOC,47960447200049,Subvention de Fonctionnement,115700,aide en numéraire,échelonné,2015-12-07,NA,non,1,2015,12,Conseil pour les affaires et autres conseils de gestion
Toulouse Métropole,24310051800170,NA,NA,ITINERAIRE INTERNATIONAL ASSOC,40345361600035,Subvention de Fonctionnement,10000,aide en numéraire,unique,2015-08-04,NA,non,1,2015,8,Autres organisations fonctionnant par adhésion volontaire
Toulouse Métropole,24310051800170,NA,NA,MIX ARTS MYRYS ASSOC,41816980100044,Subvention de Fonctionnement,160000,aide en numéraire,échelonné,2015-12-18,NA,non,1,2015,12,Autres organisations fonctionnant par adhésion volontaire
Toulouse Métropole,24310051800170,NA,NA,GRAINE MIDI PYRENEES ASSOC,42058246200032,Subvention de Fonctionnement,3600,aide en numéraire,unique,2015-11-19,NA,non,1,2015,11,Autres organisations fonctionnant par adhésion volontaire
Toulouse Métropole,24310051800170,NA,NA,LA GLANERIE ASSOC,45357906200051,Subvention de Fonctionnement,140000,aide en numéraire,échelonné,2015-12-08,NA,non,1,2015,12,Autres organisations fonctionnant par adhésion volontaire
Toulouse Métropole,24310051800170,NA,NA,DICVIE ASSOC,51488065700010,Subvention de Fonctionnement,5000,aide en numéraire,échelonné,2015-12-16,NA,non,1,2015,12,Autres organisations fonctionnant par adhésion volontaire
Toulouse Métropole,24310051800170,NA,NA,K DANSE,32694316400029,Subvention de Fonctionnement,10000,aide en numéraire,unique,2015-07-28,NA,non,1,2015,7,Arts du spectacle vivant
Toulouse Métropole,24310051800170,NA,NA,GPT LA GARONNE EUREA SCAM,NA,Subvention d'équipement,36166.3,aide en numéraire,unique,2015-12-08,NA,non,1,2015,12,NA
Toulouse Métropole,24310051800170,NA,NA,UNION REG SOCIETES COOPERATIVE DE PRODUCTION ASSOC,31219437600058,Subvention de Fonctionnement,12000,aide en numéraire,unique,2015-09-18,NA,non,1,2015,9,Autres activités de soutien aux entreprises n.c.a.
Toulouse Métropole,24310051800170,NA,NA,RFTM RECETTE DES FINANCES TOULOUSE MUNICIPALE,13000835201018,Subvention d'équipement,1338631.75,aide en numéraire,échelonné,2015-12-31,NA,non,1,2015,12,Administration publique générale
Toulouse Métropole,24310051800170,NA,NA,UNIVERSITE FEDERALE DE TOULOUSE MIDI-PYRENEES,13002132200016,Subvention d'équipement,545661.5,aide en numéraire,échelonné,2015-11-10,NA,non,1,2015,11,Enseignement supérieur
Toulouse Métropole,24310051800170,NA,NA,NOUVEAU LOGIS MERIDIONAL HLM SA,33081455900085,Subvention d'équipement,478280,aide en numéraire,échelonné,2015-11-20,NA,non,1,2015,11,Location de logements
Toulouse Métropole,24310051800170,NA,NA,MOBILIB CITIZ TOULOUSE SCIC,50318279200021,Subvention de Fonctionnement,68000,aide en numéraire,unique,2015-11-13,NA,non,1,2015,11,Location de courte durée voitures & véhicules auto. légers
Toulouse Métropole,24310051800170,NA,NA,UIMM MIDI-PYRENEES,77694947100010,Subvention de Fonctionnement,5000,aide en numéraire,unique,2015-07-20,NA,non,1,2015,7,Activités des organisations patronales et consulaires
Toulouse Métropole,24310051800170,NA,NA,SYNDICAT INTERCO CFDT MAIRIE TOULOUSE METROPOLE,NA,Subvention de Fonctionnement,988.89,aide en numéraire,unique,2015-12-29,NA,non,1,2015,12,Activités des syndicats de salariés
Toulouse Métropole,24310051800170,NA,NA,SYNDICAT CGT ORGANISA CUTM,NA,Subvention de Fonctionnement,951.09,aide en numéraire,unique,2015-12-29,NA,non,1,2015,12,Activités des syndicats de salariés
Toulouse Métropole,24310051800170,NA,NA,2 BOUTS ASSOC,48854212700045,Subvention de Fonctionnement,4500,aide en numéraire,unique,2015-11-19,NA,non,1,2015,11,NA
Toulouse Métropole,24310051800170,NA,NA,ADEPES,42497906000037,Subvention de Fonctionnement,17000,aide en numéraire,échelonné,2015-12-07,NA,non,1,2015,12,Autres organisations fonctionnant par adhésion volontaire
Toulouse Métropole,24310051800170,NA,NA,ADN MP DIGITAL PLACE ASSOC,53108169300024,Subvention de Fonctionnement,20000,aide en numéraire,unique,2015-12-01,NA,non,1,2015,12,Autres organisations fonctionnant par adhésion volontaire
Toulouse Métropole,24310051800170,NA,NA,ADOMA SA,78805803001675,Subvention d'équipement,452000,aide en numéraire,échelonné,2015-10-23,NA,non,1,2015,10,Location de logements
Toulouse Métropole,24310051800170,NA,NA,AEROSPACE VALLEY,48428452600072,Subvention de Fonctionnement,80000,aide en numéraire,échelonné,2015-09-04,NA,non,1,2015,9,Autres organisations fonctionnant par adhésion volontaire
Toulouse Métropole,24310051800170,NA,NA,ANAH AGENCE NATIONALE DE L HABITAT,18006702700029,Subvention d'équipement,700000,aide en numéraire,unique,2015-06-05,NA,non,1,2015,6,Administration publique (tutelle) des activités économiques
Toulouse Métropole,24310051800170,NA,NA,ASF AUTOROUTES SUD DE LA FRANCE SA (VINCI AUTOROUTES),57213999603575,Subvention d'équipement,148718.51,aide en numéraire,unique,2015-06-17,NA,non,1,2015,6,Services auxiliaires des transports terrestres
Toulouse Métropole,24310051800170,NA,NA,ASS DEV EPREUV EDUCAT ECO-MOBILITE ASSOC,51272762900028,Subvention de Fonctionnement,4000,aide en numéraire,unique,2015-11-19,NA,non,1,2015,11,Autres organisations fonctionnant par adhésion volontaire
Toulouse Métropole,24310051800170,NA,NA,AVENIR NOUVELLE MAISON DES CHOMEURS,44012166300023,Subvention de Fonctionnement,10000,aide en numéraire,échelonné,2015-09-22,NA,non,1,2015,9,Autres organisations fonctionnant par adhésion volontaire
Toulouse Métropole,24310051800170,NA,NA,CAUSSAT ESPACES VERTS SAS,30019733200012,Subvention d'équipement,3000,aide en numéraire,unique,2015-11-19,NA,non,1,2015,11,Services d'aménagement paysager
Toulouse Métropole,24310051800170,NA,NA,CENT POUR CENT PUR SPORT ASSOC,44840068900023,Subvention de Fonctionnement,3000,aide en numéraire,échelonné,2015-12-16,NA,non,1,2015,12,Autres organisations fonctionnant par adhésion volontaire
Toulouse Métropole,24310051800170,NA,NA,CENTRE FORMATION DEPARTEMENTAL,13000835200747,Subvention d'équipement,747362,aide en numéraire,échelonné,2015-08-26,NA,non,1,2015,8,Administration publique générale
Toulouse Métropole,24310051800170,NA,NA,CENTRE INFORMATION SUR DROITS FEMMES ET FAMILLES HAUTE GARONNE,31349910500010,Subvention de Fonctionnement,5522,aide en numéraire,échelonné,2015-12-14,NA,non,1,2015,12,Autres organisations fonctionnant par adhésion volontaire
Toulouse Métropole,24310051800170,NA,NA,CLASSISCO POUR LA MUSIQUE A L ECOLE ASSOC,44324608700029,Subvention de Fonctionnement,15000,aide en numéraire,unique,2015-07-28,NA,non,1,2015,7,Arts du spectacle vivant
Toulouse Métropole,24310051800170,NA,NA,CNRS CTRE NAT DE LA RECHERCHE SCIENTIFIQUE,18008901303720,Subvention d'équipement,1019627.92,aide en numéraire,échelonné,2015-12-18,NA,non,1,2015,12,Recherche-développement en autres sciences physiques et naturelles
Toulouse Métropole,24310051800170,NA,NA,COMITE BASSIN  EMPLOI NORD HAUTE GARONNE,42371106800019,Subvention de Fonctionnement,5638.25,aide en numéraire,unique,2015-03-30,NA,non,1,2015,3,Autres organisations fonctionnant par adhésion volontaire
Toulouse Métropole,24310051800170,NA,NA,COMPAGNONS BATISSEURS,77566663900080,Subvention de Fonctionnement,15000,aide en numéraire,unique,2015-09-02,NA,non,1,2015,9,NA
Toulouse Métropole,24310051800170,NA,NA,COORACE OCCITANIE,40173631900047,Subvention de Fonctionnement,7920,aide en numéraire,échelonné,2015-11-20,NA,non,1,2015,11,Autres organisations fonctionnant par adhésion volontaire
Toulouse Métropole,24310051800170,NA,NA,CRL CENTRE REGIONAL DES LETTRES ASSOC,33180102700060,Subvention de Fonctionnement,10000,aide en numéraire,unique,2015-11-26,NA,non,1,2015,11,Autres organisations fonctionnant par adhésion volontaire
Toulouse Métropole,24310051800170,NA,NA,DELL ARTE ASSOC,41375052200042,Subvention de Fonctionnement,18000,aide en numéraire,unique,2015-10-15,NA,non,1,2015,10,Arts du spectacle vivant
Toulouse Métropole,24310051800170,NA,NA,ECOLE ARCHITECTURE DE TOULOUSE,19310150800011,Subvention de Fonctionnement,3500,aide en numéraire,unique,2015-12-02,NA,non,1,2015,12,Enseignement supérieur
Toulouse Métropole,24310051800170,NA,NA,ESN TOULOUSE ASSOC,79955205400022,Subvention de Fonctionnement,600,aide en numéraire,unique,2015-08-04,NA,non,1,2015,8,Autres organisations fonctionnant par adhésion volontaire
Toulouse Métropole,24310051800170,NA,NA,EUROPEENNE DU FILM D ANIMATION CARTOON,50907979400012,Subvention de Fonctionnement,50000,aide en numéraire,échelonné,2015-12-14,NA,non,1,2015,12,"Organisation de foires, salons professionnels et congrès"
Toulouse Métropole,24310051800170,NA,NA,FACE GRAND TOULOUSE  ASSOC,43482616000062,Subvention de Fonctionnement,19400,aide en numéraire,échelonné,2015-12-17,NA,non,1,2015,12,Autres organisations fonctionnant par adhésion volontaire
Toulouse Métropole,24310051800170,NA,NA,FFPE FEDERATION DES FEMMES POUR L EUROPE,39142818200029,Subvention de Fonctionnement,22500,aide en numéraire,échelonné,2015-10-29,NA,non,1,2015,10,Autres organisations fonctionnant par adhésion volontaire
Toulouse Métropole,24310051800170,NA,NA,GEIQ PROPRETE TOULOUSE ASSOC,43388796500039,Subvention de Fonctionnement,20000,aide en numéraire,unique,2015-12-02,NA,non,1,2015,12,Autre mise à disposition de ressources humaines
Toulouse Métropole,24310051800170,NA,NA,GENOSKIN SAS,53512193300027,Subvention d'équipement,20000,aide en numéraire,unique,2015-12-10,NA,non,1,2015,12,Recherche-développement en biotechnologie
Toulouse Métropole,24310051800170,NA,NA,GREENBURO SARL,50177759300028,Subvention d'équipement,5000,aide en numéraire,unique,2015-11-18,NA,non,1,2015,11,Collecte des déchets non dangereux
Toulouse Métropole,24310051800170,NA,NA,GRISELIDIS ASSOC,43243801800041,Subvention de Fonctionnement,4000,aide en numéraire,unique,2015-12-16,NA,non,1,2015,12,Autres organisations fonctionnant par adhésion volontaire
Toulouse Métropole,24310051800170,NA,NA,HUMUS ET ASSOCIES H ET A,75107805600023,Subvention de Fonctionnement,3000,aide en numéraire,unique,2015-11-19,NA,non,1,2015,11,Autres organisations fonctionnant par adhésion volontaire
Toulouse Métropole,24310051800170,NA,NA,LA CITE DES JARDINS HLM SA,60080082500033,Subvention d'équipement,424398.29,aide en numéraire,échelonné,2015-12-03,NA,non,1,2015,12,Location de logements
Toulouse Métropole,24310051800170,NA,NA,LES ECO LIES ASSOC,51759853800026,Subvention de Fonctionnement,900,aide en numéraire,unique,2015-08-04,NA,non,1,2015,8,Autres organisations fonctionnant par adhésion volontaire
Toulouse Métropole,24310051800170,NA,NA,LES IMAGINATIONS FERTILES SCIC,53397179200023,Subvention de Fonctionnement,14000,aide en numéraire,unique,2015-11-02,NA,non,1,2015,11,Autres activités de soutien aux entreprises n.c.a.
Toulouse Métropole,24310051800170,NA,NA,LES VIDEOPHAGES,44912945100042,Subvention de Fonctionnement,6000,aide en numéraire,unique,2015-10-15,NA,non,1,2015,10,Projection de films cinématographiques
Toulouse Métropole,24310051800170,NA,NA,L USINE,39977063500031,Subvention de Fonctionnement,226000,aide en numéraire,échelonné,2015-12-21,NA,non,1,2015,12,Arts du spectacle vivant
Toulouse Métropole,24310051800170,NA,NA,MOUVEMENT ASSOCIATIF OCCITANIE,48443829600036,Subvention de Fonctionnement,165000,aide en numéraire,échelonné,2015-12-04,NA,non,1,2015,12,Autres activités récréatives et de loisirs
Toulouse Métropole,24310051800170,NA,NA,OBSERVER IMMOBILIER TOULOUSAIN,48118780500033,Subvention de Fonctionnement,30000,aide en numéraire,unique,2015-12-23,NA,non,1,2015,12,Autres organisations fonctionnant par adhésion volontaire
Toulouse Métropole,24310051800170,NA,NA,ODRADEK ASSOC,35196044800022,Subvention d'équipement,5000,aide en numéraire,unique,2015-07-28,NA,non,1,2015,7,Arts du spectacle vivant
Toulouse Métropole,24310051800170,NA,NA,REFLETS,43912405800025,Subvention de Fonctionnement,1600,aide en numéraire,unique,2015-10-23,NA,non,1,2015,10,Autres organisations fonctionnant par adhésion volontaire
Toulouse Métropole,24310051800170,NA,NA,REGIONALE FNARS MIDI PYRENEES ASSOC,41071364800013,Subvention de Fonctionnement,7920,aide en numéraire,échelonné,2015-11-25,NA,non,1,2015,11,Action sociale sans hébergement n.c.a.
Toulouse Métropole,24310051800170,NA,NA,SA D HABITATIONS A LOYER MODERE ALTEAL SA,63080226200034,Subvention d'équipement,717240,aide en numéraire,échelonné,2015-11-20,NA,non,1,2015,11,Location de logements
Toulouse Métropole,24310051800170,NA,NA,SEM SO TOULOUSE,51794933500023,Subvention de Fonctionnement,90000,aide en numéraire,échelonné,2015-12-23,NA,non,1,2015,12,Administration publique (tutelle) des activités économiques
Toulouse Métropole,24310051800170,NA,NA,SNCF RESEAU,41228073700310,Subvention d'équipement,2269931.06,aide en numéraire,échelonné,2015-10-05,NA,non,1,2015,10,Services auxiliaires des transports terrestres
Toulouse Métropole,24310051800170,NA,NA,UNIS CITE,39819156900209,Subvention de Fonctionnement,28270,aide en numéraire,échelonné,2015-12-18,NA,non,1,2015,12,Autre accueil ou accompagnement sans hébergement d'enfants et d'adolescents
Toulouse Métropole,24310051800170,NA,NA,UREI UNION REG ENTREP INSERTION MIDI PYRENEES ASSOC,38059370700033,Subvention de Fonctionnement,7920,aide en numéraire,échelonné,2015-11-20,NA,non,1,2015,11,Activités des organisations professionnelles
Toulouse Métropole,24310051800170,NA,NA,MAISON DES DROITS DES ENFANTS ET DES JEUNES,39945352100045,Subvention de Fonctionnement,16423.5,aide en numéraire,échelonné,2015-12-18,NA,non,1,2015,12,Action sociale sans hébergement n.c.a.
Toulouse Métropole,24310051800170,NA,NA,MAISON DE L ARCHITECTURE OCCITANIE PYRENEES,44365198900024,Subvention de Fonctionnement,27000,aide en numéraire,unique,2015-12-10,NA,non,1,2015,12,Autres organisations fonctionnant par adhésion volontaire
Toulouse Métropole,24310051800170,NA,NA,FRANCE NATURE ENVIRONNEMENT MIDI-PYRENEES,32344760700033,Subvention de Fonctionnement,2400,aide en numéraire,unique,2015-11-19,NA,non,1,2015,11,Autres organisations fonctionnant par adhésion volontaire
Toulouse Métropole,24310051800170,NA,NA,ECOLE REGIONALE 2EME CHANCE ASSOC,44990858100027,Subvention de Fonctionnement,150000,aide en numéraire,échelonné,2016-01-08,NA,non,1,2016,1,Formation continue d'adultes
Toulouse Métropole,24310051800170,NA,NA,LES CHEMINS BUISSONNIERS ASSOC,42957138300026,Subvention de Fonctionnement,2000,aide en numéraire,échelonné,2015-08-04,NA,non,1,2015,8,Arts du spectacle vivant
Toulouse Métropole,24310051800170,NA,NA,INSTITUT NATIONAL POLYTECHNIQUE DE TOULOUSE,19311381800127,Subvention d'équipement,350000,aide en numéraire,unique,2015-07-07,NA,non,1,2015,7,Enseignement supérieur
Toulouse Métropole,24310051800170,NA,NA,FESTIVAL LIVRE JEUNESSE OCCITANIE,44446126300014,Subvention de Fonctionnement,6000,aide en numéraire,unique,2015-10-15,NA,non,1,2015,10,Autres organisations fonctionnant par adhésion volontaire
Toulouse Métropole,24310051800170,NA,NA,FRANCO HONGROISE MIDI PYRENEES,51310626000013,Subvention de Fonctionnement,1400,aide en numéraire,unique,2015-08-04,NA,non,1,2015,8,Autres organisations fonctionnant par adhésion volontaire
Toulouse Métropole,24310051800170,NA,NA,LA  MELEE ASSOC,44371783000055,Subvention de Fonctionnement,109000,aide en numéraire,échelonné,2015-12-10,NA,non,1,2015,12,"Traitement de données, hébergement et activités connexes"
Toulouse Métropole,24310051800170,NA,NA,FULLSAVE SAS,45162784800059,Subvention d'équipement,8000,aide en numéraire,unique,2015-11-18,NA,non,1,2015,11,Conseil en systèmes et logiciels informatiques
Toulouse Métropole,24310051800170,NA,NA,AGENCE DE DEV ECONOMIQUE TOULOUSE METROPOLE - INVEST IN TLSE ASSOC,78977420500015,Subvention de Fonctionnement,450000,aide en numéraire,échelonné,2015-12-31,NA,non,1,2015,12,Autres organisations fonctionnant par adhésion volontaire
Toulouse Métropole,24310051800170,NA,NA,CRESS CHAMBRE REG ECONOMIE SOCIALE ET SOLIDAIRE ASSOC,41120410000035,Subvention de Fonctionnement,14000,aide en numéraire,unique,2015-09-07,NA,non,1,2015,9,Autres organisations fonctionnant par adhésion volontaire
Toulouse Métropole,24310051800170,NA,NA,DEPARTEMENTALE FRANCAS HAUTE-GARONNE ASSOC,38352219000065,Subvention de Fonctionnement,900,aide en numéraire,unique,2015-08-04,NA,non,1,2015,8,Autres organisations fonctionnant par adhésion volontaire
Toulouse Métropole,24310051800170,NA,NA,AGRI SUD OUEST INNOVATION SA,49919608700047,Subvention de Fonctionnement,24000,aide en numéraire,échelonné,2015-10-16,NA,non,1,2015,10,Autres organisations fonctionnant par adhésion volontaire
Toulouse Métropole,24310051800170,NA,NA,COMPAGNIE NELSON DUMONT,33195350500046,Subvention de Fonctionnement,36000,aide en numéraire,échelonné,2015-11-19,NA,non,1,2015,11,Arts du spectacle vivant
Toulouse Métropole,24310051800170,NA,NA,BIOMEDICAL ALLIANCE ASSOC,51380607500018,Subvention de Fonctionnement,5000,aide en numéraire,unique,2015-12-04,NA,non,1,2015,12,Autres organisations fonctionnant par adhésion volontaire
Toulouse Métropole,24310051800170,NA,NA,CLUB GALAXIE ASSOC,48171391500017,Subvention de Fonctionnement,3000,aide en numéraire,unique,2015-11-18,NA,non,1,2015,11,Autres organisations fonctionnant par adhésion volontaire
Toulouse Métropole,24310051800170,NA,NA,COOP ACTION SARL,44238180200028,Subvention de Fonctionnement,11000,aide en numéraire,unique,2015-09-04,NA,non,1,2015,9,Travaux de maçonnerie générale et gros oeuvre de bâtiment
Toulouse Métropole,24310051800170,NA,NA,ARTILECT ASSOC,51311307600030,Subvention de Fonctionnement,20000,aide en numéraire,unique,2015-10-15,NA,non,1,2015,10,Autres organisations fonctionnant par adhésion volontaire
Toulouse Métropole,24310051800170,NA,NA,APUMP ASSOC,42028675900022,Subvention de Fonctionnement,30000,aide en numéraire,unique,2015-12-02,NA,non,1,2015,12,Autres organisations fonctionnant par adhésion volontaire
Toulouse Métropole,24310051800170,NA,NA,TISSEO COLLECTIVITES SMTC AGGLOMERATION TOULOUSAINE,25310098600046,Subvention d'équipement,10010500,aide en numéraire,échelonné,2015-07-21,NA,non,1,2015,7,Administration publique (tutelle) des activités économiques
Toulouse Métropole,24310051800170,NA,NA,TERRITOIRES LOGEMENT ET ANALYSES SOCIALES ASSOC,53192045200012,Subvention de Fonctionnement,20400,aide en numéraire,unique,2015-11-05,NA,non,1,2015,11,"Ingénierie, études techniques"
Toulouse Métropole,24310051800170,NA,NA,TOULOUSE LE MARATHON DU LIVRE ASSOC,48198116500030,Subvention de Fonctionnement,400000,aide en numéraire,échelonné,2015-07-08,NA,non,1,2015,7,"Organisation de foires, salons professionnels et congrès"
Toulouse Métropole,24310051800170,NA,NA,SNI SUD OUEST AGENCE TOULOUSE SA,47080116802486,Subvention d'équipement,10840,aide en numéraire,échelonné,2015-05-29,NA,non,1,2015,5,Location de logements
Toulouse Métropole,24310051800170,NA,NA,SYNDICAT APICULTEURS MIDI PYRENEES,79317685000022,Subvention de Fonctionnement,3000,aide en numéraire,unique,2015-11-19,NA,non,1,2015,11,Activités des organisations professionnelles
Toulouse Métropole,24310051800170,NA,NA,TOULOUSE METROPOLE EAU POTABLE,24310051800162,Subvention d'équipement,63175.87,aide en numéraire,échelonné,2016-01-28,NA,non,1,2016,1,"Captage, traitement et distribution d'eau"
Toulouse Métropole,24310051800170,NA,NA,THEATRE GARONNE ASSOC,34893866300013,Subvention de Fonctionnement,10000,aide en numéraire,unique,2015-07-28,NA,non,1,2015,7,Gestion de salles de spectacles
Toulouse Métropole,24310051800170,NA,NA,TERR EAU CIEL ASSOC,79848703900017,Subvention de Fonctionnement,3000,aide en numéraire,unique,2015-11-19,NA,non,1,2015,11,Activités de clubs de sports
Toulouse Métropole,24310051800170,NA,NA,SYNDICAT AUTONOME LE GOURDIN FA FPT,NA,Subvention de Fonctionnement,853.29,aide en numéraire,unique,2015-12-29,NA,non,1,2015,12,Activités des syndicats de salariés
Toulouse Métropole,24310051800170,NA,NA,SYNDICAT UECT UNSA UNION EMPLOYE,NA,Subvention de Fonctionnement,1477.29,aide en numéraire,unique,2015-12-29,NA,non,1,2015,12,Activités des syndicats de salariés
Toulouse Métropole,24310051800170,NA,NA,MOUVEMENT DES ENTREPRENEURS SOCIAUX ASSOC,52006778600035,Subvention de Fonctionnement,18000,aide en numéraire,échelonné,2015-12-07,NA,non,1,2015,12,Autres organisations fonctionnant par adhésion volontaire
Toulouse Métropole,24310051800170,NA,NA,SM POUR L AMENAGEMENT DE LA FORET BOUCONNE,25310113300044,Subvention de Fonctionnement,153170,aide en numéraire,unique,2015-07-09,NA,non,1,2015,7,Gestion d'installations sportives
Toulouse Métropole,24310051800170,NA,NA,RFTM RECETTE DES FINANCES TOULOUSE MUNICIPALE,13000835201018,Subvention de Fonctionnement,-20000,aide en numéraire,unique,2015-01-13,NA,non,1,2015,1,Administration publique générale
Toulouse Métropole,24310051800170,NA,NA,ORCHESTRE DE CHAMBRE DE TOULOUSE SCCP,47997515300020,Subvention de Fonctionnement,50000,aide en numéraire,échelonné,2015-12-03,NA,non,1,2015,12,Autre création artistique
Toulouse Métropole,24310051800170,NA,NA,OFFICE DU TOURISME DE TOULOUSE,45096085100019,Subvention de Fonctionnement,40000,aide en numéraire,unique,2016-01-08,NA,non,1,2016,1,Activités des agences de voyage
Toulouse Métropole,24310051800170,NA,NA,NATURE MIDI PYRENEES ASSOC,32316822900033,Subvention de Fonctionnement,14000,aide en numéraire,unique,2015-11-18,NA,non,1,2015,11,Autres organisations fonctionnant par adhésion volontaire
Toulouse Métropole,24310051800170,NA,NA,MAISON  EUROPE ASSOC,34142426500062,Subvention de Fonctionnement,7062,aide en numéraire,unique,2015-08-04,NA,non,1,2015,8,Autres organisations fonctionnant par adhésion volontaire
Toulouse Métropole,24310051800170,NA,NA,SEQUENCE ASSOC,39251050900061,Subvention de Fonctionnement,5500,aide en numéraire,unique,2015-07-29,NA,non,1,2015,7,Autres organisations fonctionnant par adhésion volontaire
Toulouse Métropole,24310051800170,NA,NA,OCTOPUS,35408547400030,Subvention de Fonctionnement,4000,aide en numéraire,échelonné,2015-12-16,NA,non,1,2015,12,Activités de soutien au spectacle vivant
Toulouse Métropole,24310051800170,NA,NA,PIXIENCE,75110873900028,Subvention d'équipement,20000,aide en numéraire,unique,2015-11-18,NA,non,1,2015,11,"Activités spécialisées, scientifiques et techniques diverses"
